tile_id,cl_png,image_height,image_width,grid_rows,grid_cols,unknown_pixels_total,c0_tumor,c0_stroma,c0_immune_cells,c0_necrosis,c0_other,c0_ignore,c1_tumor,c1_stroma,c1_immune_cells,c1_necrosis,c1_other,c1_ignore,c2_tumor,c2_stroma,c2_immune_cells,c2_necrosis,c2_other,c2_ignore,c3_tumor,c3_stroma,c3_immune_cells,c3_necrosis,c3_other,c3_ignore,c4_tumor,c4_stroma,c4_immune_cells,c4_necrosis,c4_other,c4_ignore,c5_tumor,c5_stroma,c5_immune_cells,c5_necrosis,c5_other,c5_ignore,c6_tumor,c6_stroma,c6_immune_cells,c6_necrosis,c6_other,c6_ignore,c7_tumor,c7_stroma,c7_immune_cells,c7_necrosis,c7_other,c7_ignore,c8_tumor,c8_stroma,c8_immune_cells,c8_necrosis,c8_other,c8_ignore,contrast_lr_tumor,contrast_tb_tumor,contrast_strip_lr_tumor,contrast_strip_tb_tumor,contrast_lr_stroma,contrast_tb_stroma,contrast_strip_lr_stroma,contrast_strip_tb_stroma,contrast_lr_immune_cells,contrast_tb_immune_cells,contrast_strip_lr_immune_cells,contrast_strip_tb_immune_cells,contrast_lr_necrosis,contrast_tb_necrosis,contrast_strip_lr_necrosis,contrast_strip_tb_necrosis,contrast_lr_other,contrast_tb_other,contrast_strip_lr_other,contrast_strip_tb_other,contrast_lr_ignore,contrast_tb_ignore,contrast_strip_lr_ignore,contrast_strip_tb_ignore,cellspread_tumor_maxmin,cellspread_tumor_std,cellspread_tumor_iqr,cellspread_ignore_maxmin,cellspread_ignore_std,cellspread_ignore_iqr,cellspread_necrosis_maxmin,cellspread_necrosis_std,cellspread_necrosis_iqr
JN_TS_083_tile_11814_16142,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_083/JN_TS_083_tile_11814_16142_cl.png,7921,7921,3,3,0,0.2264198806,0.1015401171,0.0272717229,0.5947656967,0.0454859676,0.0045166150,0.2587796748,0.0780731874,0.0342341916,0.5923452147,0.0336303684,0.0029373630,0.2159755223,0.0771879304,0.0237906049,0.6486410985,0.0315438476,0.0028609963,0.2236705851,0.1316713137,0.0269508795,0.5450513752,0.0655310202,0.0071248265,0.4503372889,0.0532796187,0.1906907086,0.2727173410,0.0295702536,0.0034047893,0.2354487224,0.0952642192,0.0547603066,0.5668783633,0.0429025679,0.0047458206,0.1911161329,0.1709376435,0.0429612890,0.4917722681,0.0932159665,0.0099967000,0.2954749119,0.0882220061,0.1131630581,0.4552932773,0.0427085126,0.0051382339,0.1833648990,0.1924388774,0.0387270432,0.4455825298,0.1201467803,0.0197398703,0.0021391517,0.0104063780,0.0021391517,0.0104063780,0.0130860157,0.0649324307,0.0130860157,0.0649324307,0.0066980211,0.0365182903,0.0066980211,0.0365182903,0.0098375505,0.1477013115,0.0098375505,0.1477013115,0.0032132528,0.0484703586,0.0032132528,0.0484703586,0.0019028486,0.0081866099,0.0019028486,0.0081866099,0.2669723899,0.0811652136,0.0428041526,0.0168788740,0.0053835722,0.0037200372,0.3759237575,0.1125665283,0.1370519374
JN_TS_083_tile_18394_15077,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_083/JN_TS_083_tile_18394_15077_cl.png,7921,7921,3,3,0,0.1435010618,0.0649306990,0.0285144054,0.6795006887,0.0795342631,0.0040188820,0.1412913210,0.0821334320,0.0211825755,0.6143962342,0.1370833477,0.0039130896,0.1710354970,0.0781775138,0.0159910181,0.6264511593,0.1019318182,0.0064129936,0.0990269985,0.0729850091,0.0117034124,0.7248712035,0.0879867876,0.0034265889,0.1657340104,0.0882482439,0.0171217258,0.6302432973,0.0939082688,0.0047444537,0.2824571443,0.0667035271,0.0420499007,0.5464444712,0.0583660344,0.0039789221,0.0621919479,0.0674401687,0.0052134986,0.6823448978,0.1795379936,0.0032714933,0.1242716831,0.0853303960,0.0090494590,0.6337710693,0.1389781476,0.0085992450,0.2489269112,0.0700639922,0.0429764979,0.5608446683,0.0728150826,0.0043728478,0.1325665148,0.0068124459,0.1325665148,0.0068124459,0.0031963854,0.0008023626,0.0031963854,0.0008023626,0.0185287001,0.0028161812,0.0185287001,0.0028161812,0.1176588304,0.0144624823,0.1176588304,0.0144624823,0.0379820363,0.0242605983,0.0379820363,0.0242605983,0.0013492664,0.0006328736,0.0013492664,0.0006328736,0.2202651964,0.0691384494,0.0467638139,0.0053277517,0.0017136003,0.0008313641,0.1784267323,0.0571539547,0.0651044545
JN_TS_083_tile_21224_1886,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_083/JN_TS_083_tile_21224_1886_cl.png,7921,7921,3,3,0,0.0458333333,0.1882740760,0.0180282943,0.1383040634,0.3510481233,0.2585121097,0.0589457621,0.1928013092,0.0205566647,0.1932677303,0.3438823104,0.1905462233,0.0441124311,0.1473295455,0.0165151515,0.1577822257,0.3982151056,0.2360455406,0.0601960059,0.1466385265,0.0168197021,0.2291180453,0.3457893016,0.2014384186,0.0730865516,0.1942177938,0.0217229513,0.2425221305,0.2991265371,0.1693240358,0.0464190848,0.1723471940,0.0128357601,0.2075604110,0.4034443737,0.1573931764,0.0553137913,0.1459808310,0.0154051882,0.2076794938,0.3128302916,0.2627904040,0.0473999748,0.1784894094,0.0108179007,0.1969632428,0.3556033642,0.2107261081,0.0297392964,0.1409430957,0.0078377525,0.1673678547,0.4274913912,0.2266206095,0.0136907727,0.0054794880,0.0136907727,0.0054794880,0.0067578661,0.0209971981,0.0067578661,0.0209971981,0.0043548402,0.0070130897,0.0043548402,0.0070130897,0.0141303704,0.0275521906,0.0141303704,0.0275521906,0.0731610514,0.0009265025,0.0731610514,0.0009265025,0.0342272020,0.0050110827,0.0342272020,0.0050110827,0.0433472552,0.0123174496,0.0131124287,0.1053972277,0.0369261649,0.0454993173,0.1042180671,0.0337041510,0.0403116391
JN_TS_083_tile_21613_6236,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_083/JN_TS_083_tile_21613_6236_cl.png,7921,7921,3,3,0,0.1334542872,0.1530201159,0.0124636995,0.5730921430,0.1194816058,0.0084881485,0.0963344635,0.1364975962,0.0068381180,0.5457170149,0.2020644728,0.0125483345,0.1801192321,0.1245361283,0.0104637282,0.5751225321,0.1037824265,0.0059759527,0.0895725047,0.1447683958,0.0061449405,0.5424476209,0.2063455934,0.0107209448,0.0552175729,0.1301923287,0.0047599378,0.5648806051,0.2341760383,0.0107735171,0.1284059355,0.1031942389,0.0104045472,0.5865826478,0.1643271029,0.0070855278,0.1142158804,0.1417213326,0.0068039773,0.5912435434,0.1371401515,0.0088751148,0.0755369867,0.1132641734,0.0050461545,0.5895977476,0.2067530664,0.0098018714,0.0958704947,0.1024065944,0.0054747762,0.5808631772,0.2056330349,0.0097519226,0.0223843300,0.0414282070,0.0223843300,0.0414282070,0.0364576276,0.0188872467,0.0364576276,0.0188872467,0.0003101448,0.0041468793,0.0003101448,0.0041468793,0.0119283500,0.0225909261,0.0119283500,0.0225909261,0.0035917379,0.0413992492,0.0035917379,0.0413992492,0.0017569350,0.0004721577,0.0017569350,0.0004721577,0.1249016592,0.0366837290,0.0388334309,0.0065723818,0.0019993580,0.0022327962,0.0487959225,0.0180163310,0.0217020426
JN_TS_083_tile_7952_7878,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_083/JN_TS_083_tile_7952_7878_cl.png,7921,7921,3,3,0,0.2523061582,0.1774216598,0.0295768767,0.4513149966,0.0822038567,0.0071764520,0.2711264959,0.1435332117,0.0305733882,0.4847371863,0.0641902746,0.0058394433,0.2086852904,0.1285129706,0.0201810721,0.5840525999,0.0541391185,0.0044289486,0.2494938499,0.2178651337,0.0309616422,0.3712053802,0.1147315640,0.0157424300,0.2005141020,0.1638683155,0.0181022443,0.5151945962,0.0848760000,0.0174447421,0.2291091529,0.1411379987,0.0240759067,0.5351544124,0.0640206017,0.0065019276,0.2668494605,0.2210634757,0.0219661100,0.3725179350,0.0955785124,0.0220245064,0.1801822657,0.1875560795,0.0142885213,0.5258945475,0.0786953691,0.0133832169,0.2101334366,0.1342738464,0.0175869490,0.5781389176,0.0539200241,0.0059468262,0.0402405296,0.0249842606,0.0402405296,0.0249842606,0.0708084845,0.0311418532,0.0708084845,0.0311418532,0.0068869003,0.0088299189,0.0068869003,0.0088299189,0.1674358727,0.0145177942,0.1674358727,0.0145177942,0.0401447296,0.0092202186,0.0401447296,0.0092202186,0.0093552287,0.0079699019,0.0093552287,0.0079699019,0.0909442303,0.0318739265,0.0436208678,0.0175955579,0.0063384988,0.0097956038,0.2128472197,0.0790627924,0.0838394158
JN_TS_084_tile_17583_1985,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_084/JN_TS_084_tile_17583_1985_cl.png,7921,7921,3,3,0,0.1692610767,0.1018069904,0.1523799070,0.1408016242,0.1900936926,0.2456567091,0.2239975962,0.1140938924,0.2178060422,0.2256378151,0.1763193751,0.0421452790,0.3445873508,0.0760370753,0.2592649506,0.2017887684,0.1134149736,0.0049068813,0.4192189311,0.0652324074,0.2811139605,0.0850894404,0.0952772710,0.0540679896,0.5002568503,0.0591720490,0.2698067537,0.0974297626,0.0707655084,0.0025690761,0.4660724530,0.0607549367,0.2893407284,0.0905029087,0.0835646794,0.0097642938,0.4968309516,0.0636396637,0.2303145087,0.1324779040,0.0724875172,0.0042494548,0.6062995537,0.0560104070,0.2064867245,0.0736793340,0.0545154785,0.0030085023,0.6091404098,0.0416081267,0.2526332932,0.0499609734,0.0442474461,0.0024097509,0.1114964181,0.3248082971,0.1114964181,0.3248082971,0.0174263076,0.0435599202,0.0174263076,0.0435599202,0.0458101986,0.0199945422,0.0458101986,0.0199945422,0.0053721061,0.1040366654,0.0053721061,0.1040366654,0.0388771273,0.1028591998,0.0388771273,0.1028591998,0.0956310758,0.0943470538,0.0956310758,0.0943470538,0.4398793331,0.1547493069,0.1556694995,0.2432469582,0.0791319542,0.0391367767,0.1756768417,0.0592167083,0.0557121838
JN_TS_084_tile_17618_4697,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_084/JN_TS_084_tile_17618_4697_cl.png,7921,7921,3,3,0,0.3581892792,0.0636530073,0.2399038682,0.2641132920,0.0702266988,0.0039138545,0.4552199867,0.0649937466,0.1095812823,0.3248184228,0.0426182977,0.0027682639,0.3279244146,0.0723022842,0.1329775023,0.4224748910,0.0410664888,0.0032544192,0.2677704726,0.0697012725,0.0891270237,0.5172505536,0.0511849850,0.0049656925,0.3000468395,0.0684876201,0.1283914378,0.4550524948,0.0434803117,0.0045412961,0.3318399826,0.0698551685,0.1643718518,0.3665107627,0.0606875265,0.0067347079,0.4374186467,0.0579908460,0.1857789543,0.2711286157,0.0446839130,0.0029990243,0.3922615974,0.0628324613,0.2438500396,0.2288029385,0.0671342352,0.0051187280,0.3999898129,0.0805696166,0.1259172693,0.3223453283,0.0642368285,0.0069411444,0.0012080628,0.0294454589,0.0012080628,0.0294454589,0.0104606478,0.0001479619,0.0104606478,0.0001479619,0.0305144076,0.0243612034,0.0305144076,0.0243612034,0.0196128402,0.0630432411,0.0196128402,0.0630432411,0.0000349177,0.0073811638,0.0000349177,0.0073811638,0.0016839001,0.0017074531,0.0016839001,0.0017074531,0.1874495141,0.0627712203,0.0720653983,0.0041728805,0.0015264750,0.0018643088,0.2884476151,0.0962825239,0.1513462753
JN_TS_084_tile_20406_9683,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_084/JN_TS_084_tile_20406_9683_cl.png,7921,7921,3,3,0,0.4556716311,0.0524867998,0.2345519112,0.2078535354,0.0477163682,0.0017197544,0.5111421867,0.0527050130,0.2294692954,0.1558971005,0.0493231730,0.0014632313,0.4922540748,0.0613241793,0.2162488522,0.1671390037,0.0616016701,0.0014322199,0.5462433881,0.0704753422,0.1970640712,0.1280812192,0.0565562861,0.0015796932,0.5956105918,0.0542370544,0.1841016356,0.1252210611,0.0399203943,0.0009092628,0.4816601264,0.0424763060,0.3080077565,0.1147816197,0.0520597398,0.0010144516,0.5880963039,0.0387573175,0.2712693698,0.0684997704,0.0326251148,0.0007521235,0.5897682811,0.0552222815,0.2158056808,0.0897086159,0.0482454706,0.0012496701,0.5388969238,0.0519077135,0.2826779155,0.0744894972,0.0501965680,0.0018313820,0.0257333993,0.0858978720,0.0257333993,0.0858978720,0.0020037536,0.0068762265,0.0020037536,0.0068762265,0.0346830573,0.0298276358,0.0346830573,0.0298276358,0.0160081348,0.0993972520,0.0160081348,0.0993972520,0.0089867362,0.0091913527,0.0089867362,0.0091913527,0.0000754942,0.0002606767,0.0000754942,0.0002606767,0.1399389607,0.0514068711,0.0958422291,0.0010792585,0.0003726235,0.0005652416,0.1393537649,0.0456797495,0.0661884846
JN_TS_084_tile_22321_4246,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_084/JN_TS_084_tile_22321_4246_cl.png,7921,7921,3,3,0,0.2703898359,0.0923781853,0.0827849518,0.4283986169,0.1190969353,0.0069514750,0.3491162094,0.0814685094,0.1395386562,0.3318346758,0.0939058323,0.0041361169,0.3781181129,0.0694473140,0.1830663166,0.2808968951,0.0851081841,0.0033631772,0.3374221197,0.0736010235,0.1457094133,0.3370073319,0.1020980345,0.0041620770,0.3411642435,0.0781200425,0.1437780802,0.3387566039,0.0943854096,0.0037956203,0.2681296111,0.0998373550,0.0952838686,0.4042707939,0.1266846810,0.0057936904,0.3897110308,0.0766200356,0.1831829660,0.2646458907,0.0822058655,0.0036342114,0.3136664831,0.0876214818,0.1241078907,0.3755293851,0.0950509449,0.0040238144,0.2820127410,0.0979416322,0.0959026343,0.4203599920,0.0979094927,0.0058735078,0.0230875071,0.0040779678,0.0230875071,0.0040779678,0.0082090190,0.0062963803,0.0082090190,0.0062963803,0.0124748372,0.0007321445,0.0124748372,0.0007321445,0.0251586138,0.0064683600,0.0251586138,0.0064683600,0.0021005075,0.0076482162,0.0021005075,0.0076482162,0.0000942040,0.0003064118,0.0000942040,0.0003064118,0.1215814196,0.0449952952,0.0671034684,0.0035882978,0.0012456043,0.0019980701,0.1637527261,0.0583824137,0.0724361181
JN_TS_084_tile_9104_7075,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_084/JN_TS_084_tile_9104_7075_cl.png,7921,7921,3,3,0,0.0374443297,0.0685260273,0.0324863694,0.0710706497,0.1361017849,0.6543708391,0.0776962640,0.1366229504,0.0516664659,0.1635828658,0.2453481234,0.3250833305,0.0680562730,0.1140518825,0.0479259929,0.1411294766,0.2095962466,0.4192401286,0.0606779170,0.1058916503,0.0422641791,0.1411553532,0.2075819249,0.4424289755,0.0905710076,0.1380916750,0.0588374196,0.2032873392,0.2585249842,0.2506875745,0.0499231237,0.0864783771,0.0409453777,0.1288310500,0.1879489232,0.5058731484,0.0537175735,0.0908519858,0.0412774047,0.1110881543,0.1963550275,0.5067098542,0.0535436244,0.0980714950,0.0438563503,0.1111245453,0.2080212385,0.4853827464,0.0633604511,0.1074566690,0.0446114555,0.1750152089,0.2211179982,0.3884382174,0.0098333425,0.0041917392,0.0098333425,0.0041917392,0.0142390884,0.0076069035,0.0142390884,0.0076069035,0.0058182909,0.0007778725,0.0058182909,0.0007778725,0.0405538594,0.0071483055,0.0405538594,0.0071483055,0.0262081435,0.0114827031,0.0262081435,0.0114827031,0.0966527248,0.0060544933,0.0966527248,0.0060544933,0.0531266779,0.0157753241,0.0145126485,0.4036832646,0.1166766832,0.1174349310,0.1322166896,0.0392347113,0.0524583204
JN_TS_085_tile_10166_11749,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_085/JN_TS_085_tile_10166_11749_cl.png,7921,7921,3,3,0,0.4042622245,0.1623645546,0.1748595328,0.1472222222,0.1004291494,0.0108623163,0.4152616663,0.1387044910,0.2542821245,0.0770182897,0.1048409120,0.0098925166,0.4439934860,0.0969826102,0.3111650597,0.0472008437,0.0940673783,0.0065906221,0.4738558914,0.1059272199,0.2661499030,0.0705393102,0.0781187968,0.0054088786,0.5384415877,0.0858896374,0.2480479595,0.0619901616,0.0615848500,0.0040458038,0.4352100616,0.1208132537,0.2392301470,0.1093421913,0.0907074341,0.0046969123,0.2554089187,0.1339927686,0.2408976125,0.0972639750,0.2292104281,0.0432262971,0.4502330671,0.0940518399,0.2517654298,0.0869851009,0.1008401891,0.0161243732,0.5699327078,0.0587983528,0.2274806302,0.1014774162,0.0410656279,0.0012452652,0.1052030736,0.0040191056,0.1052030736,0.0040191056,0.0418967755,0.0370695648,0.0418967755,0.0370695648,0.0319895962,0.0067210149,0.0319895962,0.0067210149,0.0190016854,0.0047617122,0.0190016854,0.0047617122,0.0606393114,0.0239262685,0.0606393114,0.0239262685,0.0156548975,0.0110834935,0.0156548975,0.0110834935,0.3145237890,0.0892661111,0.0585942251,0.0419810319,0.0127422712,0.0061654040,0.1000213786,0.0295641319,0.0309381060
JN_TS_085_tile_11330_8660,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_085/JN_TS_085_tile_11330_8660_cl.png,7921,7921,3,3,0,0.4282275884,0.1541870409,0.1879242711,0.1111673554,0.1088527319,0.0096410124,0.3434085746,0.1619767822,0.1255008433,0.2404508451,0.1209242654,0.0077386894,0.3365659435,0.1153472222,0.1527826561,0.2781491047,0.1094795971,0.0076754764,0.2687099125,0.2120625509,0.1649504320,0.1180728145,0.2025865432,0.0336177470,0.2671345934,0.2407863303,0.1677839378,0.1302092466,0.1711794079,0.0229064840,0.2401619852,0.2599983649,0.1477436233,0.1418719092,0.1771133811,0.0331107363,0.2478944272,0.2483839819,0.1244590794,0.1670011191,0.1843537649,0.0279076274,0.2635477264,0.2335675479,0.1648517550,0.1177281620,0.1895706401,0.0307341686,0.3366330923,0.2033547119,0.1628275654,0.1280014635,0.1450094697,0.0241736972,0.0104903023,0.0867089535,0.0104903023,0.0867089535,0.0119777582,0.0845983988,0.0119777582,0.0845983988,0.0046599792,0.0046897903,0.0046599792,0.0046897903,0.0505937295,0.0723455202,0.0505937295,0.0723455202,0.0213968640,0.0598924268,0.0213968640,0.0598924268,0.0020688256,0.0192534384,0.0020688256,0.0192534384,0.1880656031,0.0618197145,0.0730853659,0.0259422706,0.0108192382,0.0210931562,0.1669817493,0.0598372932,0.0489283047
JN_TS_085_tile_7968_13912,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_085/JN_TS_085_tile_7968_13912_cl.png,7921,7921,3,3,0,0.4758222854,0.1123040060,0.2258984734,0.0716576274,0.1020080062,0.0123096017,0.5254120627,0.0875814659,0.2448175909,0.0757194245,0.0630827395,0.0033867165,0.4332453799,0.0945325413,0.3103667355,0.0532885675,0.1021794651,0.0063873106,0.4561440800,0.0974897594,0.2784489633,0.0712220176,0.0913895678,0.0053056120,0.4662731880,0.0857337924,0.2637379763,0.0424202219,0.1229420258,0.0188927954,0.3346430989,0.0917273358,0.2504487797,0.1641775097,0.1345896010,0.0244136748,0.5853104913,0.0523140496,0.2728132174,0.0471998393,0.0398803375,0.0024820650,0.5760167464,0.0514424346,0.2456863218,0.0564059757,0.0611766090,0.0092719126,0.4201090450,0.0768346820,0.2165668044,0.1269734275,0.1237271866,0.0357888545,0.1097597776,0.0489855182,0.1097597776,0.0489855182,0.0003289148,0.0379422823,0.0003289148,0.0379422823,0.0000738885,0.0153388187,0.0000738885,0.0153388187,0.0514533401,0.0099712077,0.0514533401,0.0099712077,0.0424061138,0.0141620259,0.0424061138,0.0141620259,0.0154975204,0.0084864011,0.0154975204,0.0084864011,0.2506673924,0.0789007388,0.0921666828,0.0333067895,0.0112055075,0.0135871835,0.1217572877,0.0406237452,0.0224308570
JN_TS_085_tile_9871_5204,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_085/JN_TS_085_tile_9871_5204_cl.png,7921,7921,3,3,0,0.1712858701,0.0998827766,0.1659339130,0.1642458678,0.1771704258,0.2214811467,0.1942585166,0.1070894003,0.2088047744,0.1017576848,0.2134981010,0.1745915230,0.0330925735,0.0816736972,0.0329416322,0.0897771752,0.1360666322,0.6264482897,0.3534376327,0.0864026482,0.1862628079,0.1468114982,0.1576286817,0.0694567313,0.4792349862,0.0680825952,0.2855708936,0.0719381449,0.0789822794,0.0161911006,0.1552274448,0.1719131872,0.1172195736,0.2621225030,0.2194854165,0.0740318750,0.5144450184,0.0804588499,0.2078413395,0.1069049874,0.0780294421,0.0123203627,0.5975849942,0.0645438195,0.2132934322,0.0845825732,0.0379579590,0.0020372219,0.3909491219,0.1070814681,0.2164105544,0.2054968721,0.0737280475,0.0063339360,0.1532997936,0.3681140581,0.1532997936,0.3681140581,0.0313080259,0.0121872455,0.0313080259,0.0121872455,0.0644887667,0.0766216689,0.0644887667,0.0766216689,0.0464780656,0.0137345683,0.0464780656,0.0137345683,0.0054838488,0.1123399035,0.0054838488,0.1123399035,0.1345186200,0.3339431463,0.1345186200,0.3339431463,0.5644924207,0.1916222018,0.3079491162,0.6244110678,0.2006129815,0.1622711602,0.1901843581,0.0637812446,0.0744686926
JN_TS_086_tile_1455_15377,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_086/JN_TS_086_tile_1455_15377_cl.png,7921,7921,3,3,0,0.2122174874,0.0921783173,0.3418270776,0.1552100551,0.1737611915,0.0248058712,0.2465088695,0.2714722958,0.1427055007,0.1497609090,0.1619449417,0.0276074834,0.2887705177,0.2419861972,0.1508362029,0.1332132404,0.1500176481,0.0351761938,0.2892310075,0.1034901266,0.3568531777,0.0894421305,0.1356727537,0.0253108040,0.2765172624,0.2467941747,0.1532470590,0.1190671210,0.1749870715,0.0293873114,0.3163432412,0.2005166202,0.1611203860,0.1541120214,0.1389463071,0.0289614242,0.1082914371,0.0483607381,0.1484726527,0.0340140037,0.1016874713,0.5591736972,0.2056988859,0.2214605349,0.1736264099,0.1814114259,0.1767677246,0.0410350189,0.2483825471,0.2461413854,0.1585673496,0.1158786731,0.1917144456,0.0393155992,0.0812521246,0.0617080015,0.0812521246,0.0617080015,0.1482050070,0.0298913840,0.1482050070,0.0298913840,0.1255429898,0.0515674563,0.1255429898,0.0515674563,0.0415125819,0.0356267006,0.0415125819,0.0356267006,0.0231856614,0.0051847132,0.0231856614,0.0051847132,0.1686123851,0.1839782556,0.1686123851,0.1839782556,0.2080518041,0.0625087658,0.0765530303,0.5343678260,0.1760054749,0.0117081158,0.1473974222,0.0437014890,0.0382333483
JN_TS_086_tile_18679_8700,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_086/JN_TS_086_tile_18679_8700_cl.png,7921,7921,3,3,0,0.0649098944,0.1580397727,0.0338789888,0.2315656566,0.2223440370,0.2892616506,0.0475603249,0.1295836058,0.0295444506,0.1868910135,0.1666276548,0.4397929503,0.0437541609,0.1202539601,0.0329445018,0.1710268882,0.1805730601,0.4514474288,0.0771053492,0.1590980804,0.0405232752,0.1176059631,0.1705031668,0.4351641653,0.0462587104,0.1132155516,0.0355260541,0.1346121891,0.1457925949,0.5245948999,0.0492097231,0.1224903331,0.0369905511,0.1536788751,0.1648635159,0.4727670017,0.0519586490,0.0988949151,0.0424443297,0.1047819100,0.1238160009,0.5781041954,0.0402292520,0.0976699024,0.0332102739,0.1192679827,0.1626276491,0.5469949399,0.0494794536,0.1298595328,0.0378228306,0.1372681359,0.1451433368,0.5004267103,0.0171768516,0.0048523419,0.0171768516,0.0048523419,0.0144763141,0.0271509961,0.0144763141,0.0271509961,0.0030295700,0.0057031643,0.0030295700,0.0057031643,0.0026734565,0.0760551765,0.0026734565,0.0760551765,0.0086944306,0.0459859217,0.0086944306,0.0459859217,0.0407037099,0.1483412719,0.0407037099,0.1483412719,0.0368760972,0.0115630149,0.0056999386,0.2888425448,0.0841555123,0.0848019496,0.1267837466,0.0401590166,0.0517589055
JN_TS_086_tile_3908_11507,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_086/JN_TS_086_tile_3908_11507_cl.png,7921,7921,3,3,0,0.3089429809,0.0406007518,0.4476388889,0.0108034894,0.1024136249,0.0896002640,0.3923703143,0.0230181405,0.5112745689,0.0068825801,0.0514648090,0.0149895873,0.4249055900,0.0186715163,0.5012413912,0.0087362259,0.0391949323,0.0072503444,0.4218863665,0.0288598786,0.4200506580,0.0100201657,0.0586831492,0.0604997820,0.4968312721,0.0143702810,0.3855433519,0.0112774684,0.0304818104,0.0614958162,0.4714556584,0.0239664728,0.4466339369,0.0103097426,0.0432502324,0.0043839569,0.5093042642,0.0503053260,0.3093741391,0.0489297808,0.0488127009,0.0332737890,0.5132230101,0.0389265143,0.3395406641,0.0240522415,0.0456714055,0.0385861646,0.5342473026,0.0367848944,0.3589828685,0.0240633609,0.0387601871,0.0071613866,0.0634916464,0.1435185639,0.0634916464,0.1435185639,0.0134476910,0.0145754420,0.0134476910,0.0145754420,0.0432648368,0.1507523924,0.0432648368,0.1507523924,0.0088813688,0.0235410292,0.0088813688,0.0235410292,0.0295680411,0.0199430242,0.0295680411,0.0199430242,0.0548593824,0.0109396185,0.0548593824,0.0109396185,0.2253043216,0.0723221975,0.0874178977,0.0852163071,0.0300656133,0.0532494376,0.0420472007,0.0134811514,0.0140320758
JN_TS_086_tile_7316_15568,/mnt/c/Apps/QuPath-v0.6.0-Windows/projects/JN_HandE_QuPath/tiles_manual/JN_TS_086/JN_TS_086_tile_7316_15568_cl.png,7921,7921,3,3,0,0.4406717746,0.0532911501,0.3398009929,0.0200410354,0.0636907427,0.0825043044,0.3848649788,0.0402978096,0.4053146478,0.0198444116,0.0570548346,0.0926233176,0.2000559573,0.0493224862,0.2178736226,0.0400024392,0.0670851986,0.4256602961,0.2605671922,0.0968998485,0.2078760915,0.1096293300,0.0658118481,0.2592156896,0.3974730178,0.0466016553,0.3725338110,0.0152072845,0.0689464093,0.0992378221,0.2504681422,0.0622525903,0.2507815279,0.0636781006,0.0702279325,0.3025917065,0.3541582013,0.0831681876,0.2852898301,0.0880888430,0.0631333219,0.1261616162,0.4296898845,0.0408052505,0.3676550147,0.0197015593,0.0455282664,0.0966200246,0.2131836834,0.0594527663,0.1876299931,0.0521471820,0.0554523933,0.4321339819,0.1305631284,0.0095203138,0.1305631284,0.0095203138,0.0207771145,0.0135049195,0.0207771145,0.0135049195,0.0588939236,0.0408048084,0.0588939236,0.0408048084,0.0206438289,0.0266832328,0.0206438289,0.0266832328,0.0000432039,0.0079055981,0.0000432039,0.0079055981,0.2308347914,0.0180425681,0.2308347914,0.0180425681,0.2406158173,0.0947645727,0.1470048756,0.3496296775,0.1453243654,0.2059716820,0.0944220455,0.0338772954,0.0438336890
